"","Fraud","Avg_amount_merch_1","Amount","Card_freq_7","Card_freq_14","Card_freq_3","Avg_amount_merch_30","Card_freq_1","Median_amount_merch_30","Avg_amount_merch_14","Merchant_freq_3","Card_freq_30","Avg_amount_merch_7","Merchant_freq_1","Total_amount_card_1","Merchant_freq_7","Median_amount_merch_14","Median_amount_card_30","Merchant_freq_14","Max_amount_card_1","Median_amount_merch_7"
"83788","No",-0.118885890936144,-0.302108366461894,-0.3534534119825,-0.396888198078568,-0.365186178653055,-0.229552099995321,-0.268792987350375,-0.271306312389397,-0.231726974429689,-0.409847618843854,-0.435278499175284,-0.189254117696688,-0.372530992847505,-0.482111161373493,-0.418198523829634,-0.239459069436107,-0.140055132496195,-0.418255370042567,-0.274896669784151,-0.202168714087282
"83789","No",-0.171297468979167,-0.410110482732828,-0.454958721628629,-0.568917766311131,-0.439132477399888,-0.6886446041478,-0.362223788126516,-0.379612067392628,-0.689696083403803,-0.427687170043236,-0.617682200838451,-0.616229890021319,-0.40400002960596,0.996604915746291,-0.351140471851067,-0.350560421624507,-0.152695342714218,-0.366023839321171,0.643273987832778,-0.32036258243207
"83790","No",-0.106983977050209,-0.346816922261495,-0.454958721628629,-0.568917766311131,-0.439132477399888,-0.570020639604716,-0.362223788126516,-0.34009224146505,-0.618504587417192,-0.409847618843854,-0.465679116119145,-0.59501602538078,-0.372530992847505,0.996604915746291,-0.399039080407186,-0.316373977184431,-0.145430808943784,-0.392139604681869,0.643273987832778,-0.295048571617824
"83791","No",-0.104753799729336,-0.236289361438422,-0.3534534119825,-0.48290298219485,-0.365186178653055,-0.114722428185425,-0.268792987350375,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.556880966950729,-0.0654230484917658,-0.40400002960596,-0.701146021918414,-0.427778245540858,-0.20455473670846,-0.14660955186484,-0.423478523114706,-0.8979246844096,-0.166039470250535
"83792","No",-0.175167128006195,-0.4202185588081,-0.3534534119825,-0.439895590136709,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.556880966950729,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.152543073211377,-0.423478523114706,0.643273987832778,-0.166039470250535
"83793","No",0.120031197197093,-0.268912311014691,-0.3534534119825,-0.353880806020428,-0.291239879906221,-0.597030441631374,-0.175362186574234,-0.375074394206119,-0.659523733146051,-0.409847618843854,-0.435278499175284,-0.585538764663018,-0.372530992847505,-1.2476039694669,-0.418198523829634,-0.351160044493351,-0.136253015468839,-0.418255370042567,-1.90858105287852,-0.317789654219136
"83794","No",-0.137745958063201,-0.322469369546851,-0.454958721628629,-0.396888198078568,-0.439132477399888,0.138162934618367,-0.362223788126516,-0.167471393500974,0.196345328385931,-0.427687170043236,-0.556880966950729,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.127686147726787,-0.09365862149638,-0.418255370042567,0.643273987832778,-0.166039470250535
"83795","No",-0.141851895336117,-0.400436959460791,-0.404206066805565,-0.267866021904146,-0.365186178653055,-0.67463957771545,-0.362223788126516,-0.374911023944675,-0.751277903171884,-0.374168516445092,-0.283275414455978,-0.666392867673789,-0.309592919330595,0.996604915746291,0.0320483965978842,-0.350402199387605,-0.150845701993196,0.104059937171394,0.643273987832778,-0.295817652787541
"83796","No",-0.161176080446167,-0.38367203826928,-0.3534534119825,-0.439895590136709,-0.365186178653055,-0.327589739463507,-0.268792987350375,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.556880966950729,-0.0654230484917658,-0.40400002960596,-0.469669087988627,-0.427778245540858,-0.20455473670846,-0.141833813955171,-0.423478523114706,-0.233919117460555,-0.166039470250535
"83797","No",-0.0787029176190313,-0.168240911598347,-0.404206066805565,-0.439895590136709,-0.439132477399888,0.488041943962816,-0.362223788126516,-0.0658551379526159,0.592226041390906,-0.427687170043236,-0.465679116119145,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.0243186940282159,-0.134937005153912,-0.418255370042567,0.643273987832778,-0.166039470250535
"83798","No",-0.173510769282476,-0.415891924375881,-0.302700757159435,-0.439895590136709,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.58728158389459,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.153334417520845,-0.423478523114706,0.643273987832778,-0.166039470250535
"83799","No",-0.154058801039446,-0.365080735730835,-0.25194810233637,-0.353880806020428,-0.365186178653055,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.496079733063006,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.147517325406376,-0.423478523114706,0.643273987832778,-0.166039470250535
"83800","No",-0.144845154951105,-0.291005227445878,-0.404206066805565,-0.267866021904146,-0.365186178653055,0.24392419793661,-0.268792987350375,-0.137606658136743,0.31946639572247,-0.409847618843854,-0.222474180568255,0.321337572517012,-0.372530992847505,0.49195598696868,-0.418198523829634,-0.0955383041740543,-0.133173864789024,-0.418255370042567,0.643273987832778,-0.0531972823198636
"83801","No",-0.0504266801928714,-0.0177533864777014,-0.3534534119825,-0.48290298219485,-0.365186178653055,0.0251558681901991,-0.268792987350375,-0.19938218982921,0.0647891215227405,-0.409847618843854,-0.556880966950729,0.0854201850187536,-0.372530992847505,0.20939427904152,-0.418198523829634,-0.162036470121806,-0.137441903581306,-0.418255370042567,0.643273987832778,-0.122029093859403
"83802","No",-0.162868604207521,-0.388093140702203,-0.454958721628629,-0.353880806020428,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.435278499175284,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.146835946365155,-0.423478523114706,0.643273987832778,-0.166039470250535
"83803","No",-0.143329839874165,-0.337055228855469,-0.201195447513306,-0.267866021904146,-0.439132477399888,-0.391665659372056,-0.362223788126516,-0.325741734653918,-0.416055533986069,-0.427687170043236,0.0511313719264958,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.303373581926864,-0.144569177142874,-0.413032216970427,0.643273987832778,-0.166039470250535
"83804","No",-0.150562847401321,-0.355948828996165,-0.404206066805565,-0.48290298219485,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.556880966950729,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.141123866837864,-0.423478523114706,0.643273987832778,-0.166039470250535
"83805","No",-0.172744070484598,-0.413889202760967,0.407836410363471,0.463259643084245,0.00454531508111302,0.006067027370823,0.198361016530332,-0.20477247320513,-0.0980489971479996,-0.427687170043236,0.719944944691443,-0.0654230484917658,-0.40400002960596,-1.46847033615075,-0.427778245540858,-0.20455473670846,-0.154143481663098,-0.423478523114706,-2.18499972696432,-0.166039470250535
"83806","No",-0.169621822235376,-0.4057334653669,-0.404206066805565,-0.52591037425299,-0.439132477399888,-0.583194669007834,-0.362223788126516,-0.371167465761832,-0.643416937147311,-0.427687170043236,-0.648082817782312,-0.570618417942131,-0.40400002960596,0.996604915746291,-0.418198523829634,-0.346954438019132,-0.149353531592867,-0.418255370042567,0.643273987832778,-0.313436458787094
"83807","No",-0.141851895336117,-0.135554983354943,-0.404206066805565,-0.48290298219485,-0.439132477399888,-0.204145884285893,-0.362223788126516,-0.0061284375065978,-0.218582549238419,-0.374168516445092,-0.617682200838451,-0.12868355103889,-0.309592919330595,0.996604915746291,0.0320483965978842,0.0527921237322433,-0.136253015468839,0.104059937171394,0.643273987832778,0.347930499309273
"83808","No",-0.159118691639246,-0.350860152691604,-0.302700757159435,-0.0958364536715837,-0.291239879906221,0.238395175962453,-0.175362186574234,-0.0476913540701004,0.313029832226277,-0.392008067644473,0.142333222758079,0.315375135353115,-0.34106195608905,0.132324162462504,-0.40861880211841,0.00125087185169033,-0.143794409646973,-0.413032216970427,0.643273987832778,0.0469885533091366
"83809","No",0.0717098849106759,0.224657801194146,-0.404206066805565,-0.48290298219485,-0.365186178653055,0.495898495400818,-0.268792987350375,0.110777912258381,0.612800112357608,-0.427687170043236,-0.435278499175284,0.402419617319994,-0.40400002960596,0.807492334830096,-0.418198523829634,0.171834843874627,-0.114901333250156,-0.413032216970427,0.643273987832778,-0.0295405943313167
"83810","No",-0.0968449078401799,-0.300842495252468,-0.150442792690241,-0.224858629846006,-0.291239879906221,-0.360261074328647,-0.175362186574234,-0.238880850996743,-0.383890705511061,-0.392008067644473,-0.313676031399839,-0.330209254041331,-0.34106195608905,-0.996795165146035,-0.40861880211841,-0.20455473670846,-0.137434093023104,-0.413032216970427,-1.43815465024482,-0.166039470250535
"83811","No",-0.132379066478052,-0.275178688394689,-0.404206066805565,-0.52591037425299,-0.365186178653055,0.057354665645993,-0.362223788126516,-0.238880850996743,0.102273075338434,-0.35632896524571,-0.648082817782312,0.120143018004505,-0.27812388257214,0.996604915746291,-0.389459358695962,-0.20455473670846,-0.14778815955056,-0.402585910826148,0.643273987832778,-0.166039470250535
"83812","No",-0.154186584172426,-0.365414522666654,-0.3534534119825,-0.439895590136709,-0.365186178653055,-0.114722428185425,-0.268792987350375,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.556880966950729,-0.0654230484917658,-0.40400002960596,-0.022082654888267,-0.427778245540858,-0.20455473670846,-0.136253015468839,-0.423478523114706,0.643273987832778,-0.166039470250535
"83813","No",-0.126613153977655,-0.299897815245433,-0.454958721628629,-0.52591037425299,-0.439132477399888,-0.14453968336048,-0.362223788126516,-0.247300610813825,-0.132760498949487,-0.409847618843854,-0.648082817782312,-0.0975776521833608,-0.372530992847505,0.996604915746291,-0.418198523829634,-0.213618172833038,-0.14447015701495,-0.418255370042567,0.643273987832778,-0.175420973008338
"83814","No",0.0204375055531798,0.0907273676634632,0.407836410363471,0.463259643084245,0.00454531508111302,-0.114722428185425,0.198361016530332,-0.238880850996743,-0.0980489971479996,-0.427687170043236,0.719944944691443,-0.0654230484917658,-0.40400002960596,-0.5832528373175,-0.427778245540858,-0.20455473670846,-0.136694440807138,-0.423478523114706,-0.165254348991002,-0.166039470250535
"83815","No",-0.160689057939339,-0.38239986919314,0.407836410363471,0.463259643084245,0.00454531508111302,-0.49547179919688,0.198361016530332,-0.346396389754431,-0.541295110855871,-0.374168516445092,0.719944944691443,-0.476019029202274,-0.309592919330595,-1.41323055481838,-0.360720193562291,-0.320289655411596,-0.153054617952207,-0.386916451609729,-2.05896257421096,-0.28583591875676
"83816","No",-0.173836254621198,-0.419569878536603,-0.3534534119825,-0.353880806020428,-0.365186178653055,-0.265709247630734,-0.268792987350375,-0.238880850996743,-0.273819007647195,-0.409847618843854,-0.283275414455978,-0.282519773573062,-0.372530992847505,-0.66003613466168,-0.418198523829634,-0.20455473670846,-0.153202709145733,-0.413032216970427,-0.793549557578633,-0.229380121082206
"83817","No",-0.0712408648535159,-0.148749014119862,-0.25194810233637,-0.267866021904146,-0.439132477399888,-0.470200830232943,-0.362223788126516,-0.303751760097645,-0.13377306427977,-0.427687170043236,-0.161672946680533,-0.128407900938715,-0.40400002960596,0.996604915746291,-0.40861880211841,-0.211010280453314,-0.136895915056907,-0.397362757754008,0.643273987832778,-0.166471338272995
"83818","No",0.417469343731289,1.12782856871985,-0.454958721628629,-0.568917766311131,-0.439132477399888,0.251891172679092,-0.362223788126516,-0.173420327934771,0.534727915806115,-0.409847618843854,-0.678483434726174,0.520742625859974,-0.40400002960596,0.996604915746291,-0.418198523829634,-0.0393318902736866,-0.136253015468839,-0.418255370042567,0.643273987832778,0.00498160477821442
"83819","No",-0.160689057939339,-0.38239986919314,0.407836410363471,0.463259643084245,0.00454531508111302,-0.49547179919688,0.198361016530332,-0.346396389754431,-0.541295110855871,-0.374168516445092,0.719944944691443,-0.476019029202274,-0.309592919330595,-1.41323055481838,-0.360720193562291,-0.320289655411596,-0.153054617952207,-0.386916451609729,-2.05896257421096,-0.28583591875676
"83820","No",-0.175808454673603,-0.421893791353909,-0.3534534119825,-0.396888198078568,-0.291239879906221,-0.605026792973395,-0.175362186574234,-0.38652511076796,-0.635606412523808,-0.427687170043236,-0.435278499175284,-0.0654230484917658,-0.40400002960596,-1.33769251396346,-0.427778245540858,-0.344915050860679,-0.151139608890787,-0.418255370042567,-1.96349120150455,-0.166039470250535
"83821","No",-0.142847639372355,-0.335795655512756,-0.3534534119825,-0.48290298219485,-0.291239879906221,-0.114722428185425,-0.175362186574234,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.58728158389459,-0.0654230484917658,-0.40400002960596,-0.702624303194353,-0.427778245540858,-0.20455473670846,-0.130608201525652,-0.423478523114706,-0.725457420764868,-0.166039470250535
"83822","No",-0.140554775986247,-0.329806384268155,-0.3534534119825,-0.439895590136709,-0.291239879906221,-0.114722428185425,-0.175362186574234,-0.238880850996743,-0.0980489971479996,-0.392008067644473,-0.58728158389459,-0.0654230484917658,-0.34106195608905,-0.66003613466168,-0.40861880211841,-0.20455473670846,-0.136253015468839,-0.413032216970427,0.643273987832778,-0.166039470250535
"83823","No",-0.0818492758933439,-0.17645962765955,-0.302700757159435,-0.310873413962287,-0.365186178653055,-0.114722428185425,-0.268792987350375,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.161672946680533,-0.0654230484917658,-0.40400002960596,-0.484121199576731,-0.427778245540858,-0.20455473670846,-0.132115197627522,-0.423478523114706,-0.281452047895972,-0.166039470250535
"83824","No",-0.0943864889404134,-0.209208534570091,-0.404206066805565,-0.52591037425299,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.617682200838451,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.136253015468839,-0.423478523114706,0.643273987832778,-0.166039470250535
"83825","No",0.212413580336431,0.552833337771327,0.00181517177895304,0.0331857225028382,-0.291239879906221,-0.0210645570007164,-0.268792987350375,-0.24547872665123,-0.154661717865063,-0.409847618843854,0.203134456645802,-0.0906199758965179,-0.372530992847505,-0.293944610298583,-0.418198523829634,-0.218230208039476,-0.125533781157768,-0.413032216970427,0.429206116323158,-0.173390985019713
"83826","No",0.362016286023097,0.982977634307846,-0.404206066805565,-0.48290298219485,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.556880966950729,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.0824374582673436,-0.423478523114706,0.643273987832778,-0.166039470250535
"83827","No",-0.159118691639246,-0.393868284478543,-0.454958721628629,-0.52591037425299,-0.439132477399888,-0.315110589452155,-0.362223788126516,-0.256893897678781,-0.331329155900704,-0.392008067644473,-0.617682200838451,-0.281519462202226,-0.34106195608905,0.996604915746291,-0.40861880211841,-0.223944850150945,-0.153096948696365,-0.413032216970427,0.643273987832778,-0.18611004836621
"83828","No",-0.118885890936144,-0.244300247898077,-0.3534534119825,-0.396888198078568,-0.365186178653055,0.00010724362447206,-0.268792987350375,-0.206455389604088,0.0356289801336902,-0.409847618843854,-0.435278499175284,0.058408020713157,-0.372530992847505,-0.0096405815034009,-0.418198523829634,-0.169650403980813,-0.133256061345058,-0.418255370042567,0.643273987832778,-0.129910226413788
"83829","No",-0.0837684338905491,-0.181472729563548,-0.404206066805565,-0.52591037425299,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.648082817782312,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.129083914406027,-0.423478523114706,0.643273987832778,-0.166039470250535
"83830","No",-0.167437453962175,-0.40002759812441,-0.454958721628629,-0.48290298219485,-0.439132477399888,-0.484000087600122,-0.362223788126516,-0.318547318991167,-0.505887076093738,-0.427687170043236,-0.526480350006867,-0.22787905872908,-0.40400002960596,0.996604915746291,-0.40861880211841,-0.212458184291952,-0.147035794426928,-0.392139604681869,0.643273987832778,-0.174220276545358
"83831","No",-0.173949571739124,-0.41703813611775,-0.404206066805565,-0.52591037425299,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.648082817782312,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.153751490717671,-0.423478523114706,0.643273987832778,-0.166039470250535
"83832","No",-0.11834703187537,-0.271796733969504,-0.404206066805565,-0.396888198078568,-0.439132477399888,0.42504220555986,-0.362223788126516,-0.130581028634203,0.165450621740671,-0.427687170043236,-0.526480350006867,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.0879755772537408,-0.130690023528986,-0.413032216970427,0.643273987832778,-0.166039470250535
"83833","No",0.38354653842893,1.03921758405999,-0.25194810233637,-0.181851237787865,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.222474180568255,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,0.200279847191883,-0.423478523114706,0.643273987832778,-0.166039470250535
"83834","No",-0.159118691639246,-0.390165138850966,-0.302700757159435,-0.0958364536715837,-0.291239879906221,-0.267451871066571,-0.175362186574234,-0.238880850996743,-0.275847667769572,-0.392008067644473,0.142333222758079,-0.230124818626187,-0.34106195608905,-0.724270435694372,-0.40861880211841,-0.20455473670846,-0.149471490755795,-0.413032216970427,-0.875563367962244,-0.166039470250535
"83835","No",-0.164763652179636,-0.393043263939066,0.204825791071212,0.420252251026104,-0.365186178653055,-0.486425992224203,-0.268792987350375,-0.33017666811972,-0.524764499613975,-0.427687170043236,0.172733839701941,-0.0654230484917658,-0.40400002960596,-1.33753827736846,-0.427778245540858,-0.268479750315269,-0.151075348302747,-0.413032216970427,-2.04469520376973,-0.166039470250535
"83836","No",-0.114880010267354,-0.262740401635397,-0.25194810233637,-0.0528290616134431,-0.439132477399888,-0.373934924459383,-0.362223788126516,-0.312076956654344,-0.399809000828982,-0.427687170043236,0.0511313719264958,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.283346560063044,-0.123398935933898,-0.418255370042567,0.643273987832778,-0.166039470250535
"83837","No",-0.0162700076471342,-0.00515765305057055,-0.0996901378671764,-0.0958364536715837,-0.365186178653055,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.222474180568255,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.11213786846326,-0.423478523114706,0.643273987832778,-0.166039470250535
"83838","No",-0.166234363710158,-0.396884962634341,-0.0489374830441117,-0.0958364536715837,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,-0.192073563624394,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.149652917267513,-0.423478523114706,0.643273987832778,-0.166039470250535
"83839","No",-0.153516325474909,-0.363663715720283,-0.25194810233637,-0.138843845729724,-0.439132477399888,-0.114722428185425,-0.362223788126516,-0.238880850996743,-0.0980489971479996,-0.427687170043236,0.41593877525283,-0.0654230484917658,-0.40400002960596,0.996604915746291,-0.427778245540858,-0.20455473670846,-0.146099738893195,-0.423478523114706,0.643273987832778,-0.166039470250535
"83840","No",-0.107767552865651,-0.192204294443464,-0.150442792690241,-0.0958364536715837,-0.439132477399888,0.187251210705194,-0.362223788126516,-0.1016154281394,0.419142078587235,-0.409847618843854,0.294336307477386,0.413671004200118,-0.372530992847505,0.996604915746291,-0.33198102842862,-0.0567956059008666,-0.122807005733801,-0.37124699239331,0.643273987832778,-0.0130949717062355
