"","Fraud","Fraud_times_30","Fraud_times_14","Fraud_times_7","Fraud_times_3","Fraud_times_1","Total_amount_card_7","Total_amount_card_14","Max_amount_card_30","Total_amount_card_3","Avg_amount_merch_3","Avg_amount_card_3","Max_amount_card_14","Avg_amount_card_30","Median_amount_card_3","Max_amount_card_3","Total_amount_card_30","Max_amount_card_7","Max_amount_merch_3","Total_amount_merch_7","Total_amount_merch_3"
"83768",0,0,0,0,0,0,1860,1860,1860,0,0,0,1860,1860,0,0,1860,1860,0,0,0
"83769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83770",0,0,0,0,0,0,0,0,741.9,0,0,0,0,331.555,0,0,1326.22,0,0,0,0
"83771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83772",0,0,0,0,0,0,302.79,1901.64,1495,0,0,0,1495,199.83,0,0,2597.79,142.5,0,325.43,0
"83773",0,0,0,0,0,0,320.84,320.84,275.93,0,0,0,275.93,100.1625,0,0,400.65,275.93,0,0,0
"83774",0,0,0,0,0,0,173.46,405.58,1995,159.75,0,159.75,182.71,400.268333333333,159.75,159.75,4803.22,159.75,0,0,0
"83775",0,0,0,0,0,0,2817.82,3151.42,1217.38,0,0,0,1217.38,419.695,0,0,5036.34,1217.38,0,661.26,0
"83776",0,0,0,0,0,0,75,564.5,1935.56,0,0,0,225,500.012,0,0,2500.06,75,0,30,0
"83777",0,0,0,0,0,0,2483.06,2483.06,1190,748.06,0,748.06,895,508.276666666667,748.06,748.06,4574.49,895,0,895,0
"83778",0,0,0,0,0,0,337.96,1348.08,954.92,0,0,0,954.92,321.79,0,0,2574.32,337.96,0,0,0
"83779",0,0,0,0,0,0,432.26,536.06,196.2,0,0,0,196.2,89.3433333333333,0,0,536.06,196.2,0,0,0
"83780",0,0,0,0,0,0,234,334.39,234,0,0,0,234,111.463333333333,0,0,334.39,234,0,142.26,0
"83781",0,0,0,0,0,0,0,0,75,0,193.05,0,0,75,0,0,75,0,274.19,1401.82,579.15
"83782",0,0,0,0,0,0,2779.22,3645.05,2407.22,2407.22,0,2407.22,2407.22,600.166923076923,2407.22,2407.22,7802.17,2407.22,0,0,0
"83783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83784",0,0,0,0,0,0,173.46,405.58,1995,159.75,0,159.75,182.71,400.268333333333,159.75,159.75,4803.22,159.75,0,0,0
"83785",0,0,0,0,0,0,35,35,316.5,0,0,0,35,160.248571428571,0,0,1121.74,35,0,433.23,0
"83786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83787",0,0,0,0,0,0,2595,4095,2105,0,0,0,2105,1302.005,0,0,5208.02,2105,0,0,0
"83788",0,0,0,0,0,0,119.97,3504.65,2376,119.97,0,119.97,2376,553.788571428571,119.97,119.97,3876.52,119.97,0,0,0
"83789",0,0,0,0,0,0,0,0,2228.45,0,258,0,0,1233.45,0,0,2466.9,0,568.01,1376.02,774
"83790",0,0,0,0,0,0,0,0,794,0,1765.16,0,0,382.465714285714,0,0,2677.26,0,1765.16,2083.66,1765.16
"83791",0,0,0,0,0,0,692,692,1655.35,0,0,0,692,1286.97333333333,0,0,3860.92,692,0,0,0
"83792",0,0,0,0,0,0,162.73,1535.68,1300,112.78,0,112.78,1300,383.92,112.78,112.78,1535.68,112.78,0,0,0
"83793",0,1,0,0,0,0,0,697.01,1297.99,0,0,0,395.04,369.656666666667,0,0,2217.94,0,0,0,0
"83794",0,0,0,0,0,0,49,2239.93,2145,0,0,0,2145,509.752,0,0,2548.76,49,0,0,0
"83795",0,0,0,0,0,0,244.07,3603.93,4133.96,244.07,296.724615384615,244.07,1669.97,662.374615384615,244.07,244.07,8610.87,244.07,1649,28070.53,3857.42
"83796",0,0,0,0,0,0,277.44,568.44,291,277.44,0,277.44,291,202.61,277.44,277.44,607.83,277.44,0,0,0
"83797",0,0,0,0,0,0,425.39,1684.09,1409.55,0,0,0,617.45,459.844285714286,0,0,3218.91,425.39,0,0,0
"83798",0,0,0,0,0,0,765.6,765.6,314.42,0,0,0,314.42,255.2,0,0,765.6,314.42,0,0,0
"83799",0,0,0,0,0,0,35315.13,35315.13,23940,10669.64,0,10669.64,23911,9875.855,10669.64,10669.64,59255.13,23911,0,0,0
"83800",0,0,0,0,0,0,269.1,1984.66,1032.84,0,0,0,1032.84,258.231428571429,0,0,3615.24,269.1,0,0,0
"83801",0,0,0,0,0,0,692,692,1655.35,0,0,0,692,1286.97333333333,0,0,3860.92,692,0,0,0
"83802",0,0,0,0,0,0,1365.28,1365.28,672.75,0,0,0,672.75,222.54,0,0,1780.32,672.75,0,0,0
"83803",0,0,0,0,0,0,1323.1,1646.73,2207.35,0,0,0,350.4,381.579166666667,0,0,9157.9,350.4,0,303.22,0
"83804",0,0,0,0,0,0,30,181.19,529.25,30,0,30,151.19,215.0975,30,30,860.39,30,0,0,0
"83805",0,0,0,0,0,0,25751.88,44965.08,23778,10010,0,2002,11018,3246.13275,300,8810,129845.31,11018,0,0,0
"83806",0,0,0,0,0,0,187.44,187.44,187.44,0,245,0,187.44,187.44,0,0,187.44,187.44,245,245,245
"83807",0,0,0,0,0,0,464.9,570.51,464.9,0,296.724615384615,0,464.9,285.255,0,0,570.51,464.9,1649,28070.53,3857.42
"83808",0,0,0,0,0,0,87.9,2648.47,2483,87.9,0,87.9,850.7,475.006,87.9,87.9,11875.15,87.9,0,0,0
"83809",0,0,0,0,0,0,0,470.99,999.9,0,0,0,470.99,512.18125,0,0,4097.45,0,0,507.45,0
"83810",0,0,0,0,0,0,1175.15,1341.14,1995.78,608.23,0,304.115,581.4,508.069090909091,304.115,581.4,5588.76,581.4,0,0,0
"83811",0,0,0,0,0,0,1052.87,1052.87,1052.87,1052.87,0,1052.87,1052.87,1052.87,1052.87,1052.87,1052.87,1052.87,0,0,0
"83812",0,0,0,0,0,0,277.44,568.44,291,277.44,0,277.44,291,202.61,277.44,277.44,607.83,277.44,0,0,0
"83813",0,0,0,0,0,0,0,523.92,523.92,0,0,0,523.92,523.92,0,0,523.92,0,0,0,0
"83814",0,0,0,0,0,0,25751.88,44965.08,23778,10010,0,2002,11018,3246.13275,300,8810,129845.31,11018,0,0,0
"83815",0,0,0,0,0,0,25751.88,44965.08,23778,10010,300,2002,11018,3246.13275,300,8810,129845.31,11018,300,1200,1200
"83816",0,0,0,0,0,0,929,1492.98,897,0,0,0,897,262.275,0,0,3147.3,897,0,0,0
"83817",0,0,0,0,0,0,2348.5,3807.94,2078,130.2,0,130.2,1304,774.118235294118,130.2,130.2,13160.01,1304,0,1019,0
"83818",0,0,0,0,0,0,0,0,0,0,129.78,0,0,0,0,0,0,0,129.78,129.78,129.78
"83819",0,0,0,0,0,0,25751.88,44965.08,23778,10010,300,2002,11018,3246.13275,300,8810,129845.31,11018,300,1200,1200
"83820",0,0,0,0,0,0,39.65,572.15,531.25,0,0,0,531.25,108.336666666667,0,0,650.02,39.65,0,39.65,0
"83821",0,0,0,0,0,0,0,0,75,0,0,0,0,75,0,0,75,0,0,0,0
"83822",0,0,0,0,0,0,0,1489.82,1489.82,0,0,0,1489.82,1489.82,0,0,1489.82,0,0,0,0
"83823",0,0,0,0,0,0,391.93,3013.27,2420,391.93,0,195.965,2420,688.2575,195.965,291.93,11012.12,291.93,0,0,0
"83824",0,0,0,0,0,0,266.97,266.97,1882.75,0,0,0,266.97,1074.86,0,0,2149.72,266.97,0,0,0
"83825",0,0,0,0,0,0,10157.92,18622.37,2462.7,10157.92,0,1269.74,2450,1075.07535714286,1152,2430,30102.11,2430,0,0,0
"83826",0,0,0,0,0,0,454.9,454.9,580,259.9,0,259.9,259.9,400.475,259.9,259.9,1601.9,259.9,0,0,0
"83827",0,0,0,0,0,0,0,632.79,1242.73,0,0,0,632.79,937.76,0,0,1875.52,0,0,0,0
"83828",0,0,0,0,0,0,119.97,3504.65,2376,119.97,0,119.97,2376,553.788571428571,119.97,119.97,3876.52,119.97,0,0,0
"83829",0,0,0,0,0,0,169,169,169,0,0,0,169,169,0,0,169,169,0,0,0
"83830",0,0,0,0,0,0,0,369,2390.66,0,0,0,322,590.946,0,0,2954.73,0,0,119.91,0
"83831",0,0,0,0,0,0,593.32,593.32,593.32,593.32,0,593.32,593.32,593.32,593.32,593.32,593.32,593.32,0,0,0
"83832",0,0,0,0,0,0,44.9,3271.3,2500,0,0,0,2500,654.26,0,0,3271.3,44.9,0,0,0
"83833",0,0,0,0,0,0,1131.7,1525.52,4518,0,0,0,616.2,461.204,0,0,6918.06,616.2,0,0,0
"83834",0,0,0,0,0,0,87.9,2648.47,2483,87.9,0,87.9,850.7,475.006,87.9,87.9,11875.15,87.9,0,0,0
"83835",0,0,0,0,0,0,4629.67,8592.5,1914,1002.89,0,501.445,1914,330.081481481481,501.445,990,8912.2,990,0,260.5,0
"83836",0,0,0,0,0,0,416.17,3121.51,1712,92.32,0,92.32,645.99,326.44875,92.32,92.32,7834.77,205.8,0,0,0
"83837",0,0,0,0,0,0,2732.08,4866.78,959.5,533.89,0,177.963333333333,959.5,336.472,89.95,398.95,5047.08,959.5,0,0,0
"83838",0,0,0,0,0,0,1691.65,2712.98,990,46.11,0,46.11,987.37,380.09875,46.11,46.11,6081.58,781,0,0,0
"83839",0,0,0,0,0,0,1927.41,2702.38,2115.34,1020.46,0,1020.46,1020.46,392.5995,1020.46,1020.46,15703.98,1020.46,0,0,0
"83840",0,0,0,0,0,0,2626.79,3772.95,1250,0,293,0,1250,275.8734375,0,0,8827.95,1250,505,1770,1465
"83841",0,0,0,0,0,0,8679.93,14138.09,2404.27,2525.12,0,1262.56,2404.27,375.73064516129,1262.56,2404.27,23295.3,2404.27,0,0,0
"83842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0
"83844",0,0,0,0,0,0,215.6,878.1,662.5,0,0,0,662.5,279.55,0,0,1397.75,215.6,0,136,0
"83845",0,0,0,0,0,0,0,0,75,0,0,0,0,75,0,0,75,0,0,0,0
"83846",0,0,0,0,0,0,119.25,606.57,291.13,0,0,0,291.13,147.57,0,0,737.85,119.25,0,0,0
"83847",0,0,0,0,0,0,5656.11,8700.84,2325,3340.67,0,835.1675,2325,457.661428571429,461.285,2325,12814.52,2325,0,0,0
"83848",0,0,0,0,0,0,0,85.77,626.26,0,193.05,0,85.77,170.054,0,0,850.27,0,274.19,1401.82,579.15
"83849",0,0,0,0,0,0,929,1492.98,897,0,0,0,897,262.275,0,0,3147.3,897,0,0,0
"83850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.43,0
"83851",0,0,0,0,0,0,0,223.68,223.68,0,0,0,223.68,223.68,0,0,223.68,0,0,0,0
"83852",0,0,0,0,0,0,24.49,24.49,1623.46,0,0,0,24.49,389.194,0,0,1945.97,24.49,0,0,0
"83853",0,0,0,0,0,0,935.39,2247.19,678,811.87,0,405.935,678,351.027142857143,405.935,678,2457.19,678,0,0,0
"83854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83855",0,0,0,0,0,0,0,799,655,0,1050,0,655,247.7675,0,0,991.07,0,1050,2691.6,1050
"83856",0,0,0,0,0,0,1512.8,1880.37,951.14,530,0,530,530,389.032727272727,530,530,4279.36,530,0,0,0
"83857",0,0,0,0,0,0,205,3056.99,2077,205,0,205,1530,424.69,205,205,8918.49,205,0,0,0
"83858",0,0,0,0,0,0,287.29,1456.81,779.12,0,0,0,779.12,212.753,0,0,2127.53,239.24,0,350.35,0
"83859",0,0,0,0,0,0,0,0,0,0,296.724615384615,0,0,0,0,0,0,0,1649,28070.53,3857.42
"83860",0,0,0,0,0,0,269.1,1984.66,1032.84,0,0,0,1032.84,258.231428571429,0,0,3615.24,269.1,0,0,0
"83861",0,0,0,0,0,0,3869.15,4245.65,1945.29,1945.29,0,1945.29,1945.29,849.13,1945.29,1945.29,4245.65,1945.29,0,1005,0
"83862",0,0,0,0,0,0,0,0,17.95,0,0,0,0,17.95,0,0,17.95,0,0,0,0
"83863",0,0,0,0,0,0,1493.84,1493.84,1493.84,0,0,0,1493.84,1116.35,0,0,5581.75,1493.84,0,0,0
"83864",0,0,0,0,0,0,1175.15,1341.14,1995.78,608.23,0,304.115,581.4,508.069090909091,304.115,581.4,5588.76,581.4,0,0,0
"83865",0,0,0,0,0,0,320.84,320.84,275.93,0,0,0,275.93,100.1625,0,0,400.65,275.93,0,0,0
"83866",0,0,0,0,0,0,10.16,19.04,10.16,0,0,0,10.16,9.41333333333333,0,0,28.24,10.16,0,0,0
"83867",0,0,0,0,0,0,205,3056.99,2077,205,0,205,1530,424.69,205,205,8918.49,205,0,0,0
"83868",0,0,0,0,0,0,140,140,140,0,0,0,140,131.5,0,0,263,140,0,119.85,0
"83869",0,0,0,0,0,0,302.79,1901.64,1495,0,0,0,1495,199.83,0,0,2597.79,142.5,0,399.14,0
"83870",0,0,0,0,0,0,25751.88,44965.08,23778,10010,300,2002,11018,3246.13275,300,8810,129845.31,11018,300,1200,1200
"83871",0,0,0,0,0,0,2105.68,4818.22,1710,1710,0,1710,1710,867.275555555556,1710,1710,7805.48,1710,0,0,0
"83872",0,0,0,0,0,0,1958.55,2692.39,798.98,373.1,509.9,373.1,798.98,344.770833333333,373.1,373.1,4137.25,798.98,509.9,909.8,509.9
"83873",0,0,0,0,0,0,2595,4095,2105,0,0,0,2105,1302.005,0,0,5208.02,2105,0,0,0
"83874",0,0,0,0,0,0,302.79,1901.64,1495,0,0,0,1495,199.83,0,0,2597.79,142.5,0,399.14,0
"83875",0,0,0,0,0,0,1644.55,1937.05,827,1124,283.5,281,745,298.516923076923,183.25,745,3880.72,745,283.5,512.68,283.5
"83876",0,0,0,0,0,0,160.82,168.22,1568,0,0,0,160.82,687.721666666667,0,0,4126.33,160.82,0,0,0
"83877",0,0,0,0,0,0,0,36.41,36.41,0,0,0,36.41,19.555,0,0,39.11,0,0,0,0
"83878",0,0,0,0,0,0,1175.15,1341.14,1995.78,608.23,0,304.115,581.4,508.069090909091,304.115,581.4,5588.76,581.4,0,0,0
"83879",0,0,0,0,0,0,160.82,168.22,1568,0,0,0,160.82,687.721666666667,0,0,4126.33,160.82,0,0,0
"83880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83881",0,0,0,0,0,0,716.83,4459.7,2147.27,0,0,0,2147.27,743.69,0,0,6693.21,627.83,0,0,0
"83882",0,0,0,0,0,0,205,3056.99,2077,205,0,205,1530,424.69,205,205,8918.49,205,0,0,0
"83883",0,0,0,0,0,0,1958.55,2692.39,798.98,373.1,0,373.1,798.98,344.770833333333,373.1,373.1,4137.25,798.98,0,0,0
"83884",0,0,0,0,0,0,2595,4095,2105,0,0,0,2105,1302.005,0,0,5208.02,2105,0,0,0
"83885",0,0,0,0,0,0,682,682,558,522,0,522,522,414.25,522,522,1657,522,0,0,0
"83886",0,0,0,0,0,0,22.79,22.79,271.99,22.79,22.79,22.79,22.79,143.26,22.79,22.79,429.78,22.79,22.79,22.79,22.79
"83887",0,0,0,0,0,0,1617.24,2877.24,2499,154.99,0,77.495,1150,473.697777777778,77.495,99.99,8526.56,559.65,0,0,0
"83888",0,0,0,0,0,0,5656.11,8700.84,2325,3340.67,0,835.1675,2325,457.661428571429,461.285,2325,12814.52,2325,0,0,0
"83889",0,0,0,0,0,0,87.9,2648.47,2483,87.9,0,87.9,850.7,475.006,87.9,87.9,11875.15,87.9,0,0,0
"83890",0,0,0,0,0,0,3261.44,4389.87,1573.3,651.3,0,217.1,1573.3,278.656666666667,155.25,452,5015.82,1573.3,0,0,0
"83891",0,0,0,0,0,0,0,225,225,0,0,0,225,225,0,0,225,0,0,1256,0
"83892",0,0,0,0,0,0,249.88,935.23,1165,206.9,0,206.9,395,241.864545454545,206.9,206.9,2660.51,206.9,0,0,0
"83893",0,0,0,0,0,0,39.65,572.15,531.25,0,0,0,531.25,108.336666666667,0,0,650.02,39.65,0,0,0
"83894",0,1,0,0,0,0,0,697.01,1297.99,0,0,0,395.04,369.656666666667,0,0,2217.94,0,0,0,0
"83895",0,0,0,0,0,0,0,0,2.49,0,0,0,0,2.49,0,0,2.49,0,0,20.01,0
"83896",0,0,0,0,0,0,0,0,105,0,0,0,0,105,0,0,105,0,0,0,0
"83897",0,0,0,0,0,0,173.46,405.58,1995,159.75,0,159.75,182.71,400.268333333333,159.75,159.75,4803.22,159.75,0,35.92,0
"83898",0,0,0,0,0,0,103.6,103.6,103.6,103.6,0,103.6,103.6,103.6,103.6,103.6,103.6,103.6,0,30,0
"83899",0,0,0,0,0,0,2595,4095,2105,0,0,0,2105,1302.005,0,0,5208.02,2105,0,0,0
"83900",0,0,0,0,0,0,400.18,400.18,499,131.98,36.18,65.99,268.2,199.255,65.99,95.8,2391.06,268.2,36.18,407.45,36.18
"83901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83902",0,0,0,0,0,0,0,898.1,449.05,0,0,0,449.05,280.405,0,0,1121.62,0,0,0,0
"83903",0,0,0,0,0,0,0,1489.82,1489.82,0,0,0,1489.82,1489.82,0,0,1489.82,0,0,0,0
"83904",0,0,0,0,0,0,0,470.99,999.9,0,0,0,470.99,512.18125,0,0,4097.45,0,0,0,0
"83905",0,0,0,0,0,0,1004.14,1247.05,2151.91,5.01,5.01,5.01,280,166.766363636364,5.01,5.01,3668.86,280,5.01,2037.71,5.01
"83906",0,0,0,0,0,0,0,99.4,2170.89,0,0,0,95,362.085,0,0,4345.02,0,0,0,0
"83907",0,0,0,0,0,0,8679.93,14138.09,2404.27,2525.12,0,1262.56,2404.27,375.73064516129,1262.56,2404.27,23295.3,2404.27,0,0,0
"83908",0,0,0,0,0,0,0,0,280.64,0,0,0,0,280.64,0,0,280.64,0,0,24.49,0
"83909",0,0,0,0,0,0,245,245,245,245,296.724615384615,245,245,245,245,245,245,245,1649,28070.53,3857.42
"83910",0,0,0,0,0,0,31.88,49.88,18,16.69,0,16.69,18,16.6266666666667,16.69,16.69,49.88,16.69,0,0,0
"83911",0,0,0,0,0,0,249.88,935.23,1165,206.9,0,206.9,395,241.864545454545,206.9,206.9,2660.51,206.9,0,0,0
"83912",0,0,0,0,0,0,191.45,651.74,329.29,141.5,0,141.5,329.29,111.11,141.5,141.5,777.77,141.5,0,0,0
"83913",0,1,0,0,0,0,17.96,17.96,985,0,0,0,17.96,501.48,0,0,1002.96,17.96,0,0,0
"83914",0,0,0,0,0,0,1164.98,1164.98,1261.95,0,0,0,959.9,578.295714285714,0,0,4048.07,959.9,0,959.9,0
"83915",0,0,0,0,0,0,745.98,1845.66,366.5,158,0,158,366.5,104.733333333333,158,158,2199.4,336.58,0,0,0
"83916",0,0,0,0,0,0,0,39.25,2257,0,0,0,39.25,1148.125,0,0,2296.25,0,0,29.75,0
"83917",0,0,0,0,0,0,0,0,1343.38,0,348.23,0,0,901.69,0,0,1803.38,0,514,3239.83,696.46
"83918",0,0,0,0,0,0,249.88,935.23,1165,206.9,0,206.9,395,241.864545454545,206.9,206.9,2660.51,206.9,0,0,0
"83919",0,0,0,0,0,0,2571.82,2571.82,1611,1882.5,293,627.5,1611,267.455454545455,240,1611,2942.01,1611,505,1770,1465
"83920",0,0,0,0,0,0,25751.88,44965.08,23778,10010,0,2002,11018,3246.13275,300,8810,129845.31,11018,0,0,0
"83921",0,0,0,0,0,0,391.93,3013.27,2420,391.93,0,195.965,2420,688.2575,195.965,291.93,11012.12,291.93,0,1670.67,0
"83922",0,0,0,0,0,0,0,0,0,0,356.08,0,0,0,0,0,0,0,356.08,3284.27,356.08
"83923",0,0,0,0,0,0,2977.35,3003.01,1875.71,2865.71,0,1432.855,1875.71,401.9275,1432.855,1875.71,3215.42,1875.71,0,76.64,0
"83924",0,0,0,0,0,0,3135.05,5242.57,1068.4,1350.16,0,450.053333333333,1068.4,416.504666666667,636,674.16,6247.57,1068.4,0,0,0
"83925",0,0,0,0,0,0,2595,4095,2105,0,0,0,2105,1302.005,0,0,5208.02,2105,0,0,0
"83926",0,0,0,0,0,0,745.98,1845.66,366.5,158,0,158,366.5,104.733333333333,158,158,2199.4,336.58,0,201,0
"83927",0,0,0,0,0,0,413.66,970.08,420,58.16,0,58.16,420,84.6917647058824,58.16,58.16,1439.76,255,0,0,0
"83928",0,0,0,0,0,0,0,0,636,0,0,0,0,636,0,0,636,0,0,0,0
"83929",0,0,0,0,0,0,4629.67,8592.5,1914,1002.89,0,501.445,1914,330.081481481481,501.445,990,8912.2,990,0,820.58,0
"83930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83932",0,0,0,0,0,0,623.47,623.47,690,0,0,0,540,390.695,0,0,2344.17,540,0,233.93,0
"83933",0,0,0,0,0,0,10157.92,18622.37,2462.7,10157.92,0,1269.74,2450,1075.07535714286,1152,2430,30102.11,2430,0,0,0
"83934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83935",0,0,0,0,0,0,1291.28,1291.28,1272.72,1291.28,388.64,430.426666666667,514,500.613333333333,500,514,3003.68,514,500,777.28,777.28
"83936",0,0,0,0,0,0,0,1489.82,1489.82,0,0,0,1489.82,1489.82,0,0,1489.82,0,0,0,0
"83937",0,0,0,0,0,0,1311.67,2414.77,2110.6,0,0,0,581.3,259.947931034483,0,0,7538.49,245,0,0,0
"83938",0,0,0,0,0,0,2571.82,2571.82,1611,1882.5,0,627.5,1611,267.455454545455,240,1611,2942.01,1611,0,0,0
"83939",0,0,0,0,0,0,2318.58,2318.58,2385.21,2178.66,0,726.22,1507.83,551.556470588235,568.01,1507.83,9376.46,1507.83,0,0,0
"83940",0,0,0,0,0,0,146.95,479.66,634.7,146.95,0,146.95,183.01,210.236666666667,146.95,146.95,1261.42,146.95,0,0,0
"83941",0,0,0,0,0,0,0,4407.67,4330,0,250,0,4330,1477.55666666667,0,0,4432.67,0,250,250,250
"83942",0,0,0,0,0,0,2105.68,4818.22,1710,1710,0,1710,1710,867.275555555556,1710,1710,7805.48,1710,0,470.93,0
"83943",0,0,0,0,0,0,0,0,0,0,356.08,0,0,0,0,0,0,0,356.08,3284.27,356.08
"83944",0,0,0,0,0,0,348.75,348.75,525,328.85,0,164.425,216.6,294.611111111111,164.425,216.6,2651.5,216.6,0,0,0
"83945",0,0,0,0,0,0,436.58,1844.25,777,0,0,0,777,145.469047619048,0,0,3054.85,135.48,0,0,0
"83946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83947",0,1,0,0,0,0,0,697.01,1297.99,0,0,0,395.04,369.656666666667,0,0,2217.94,0,0,0,0
"83948",0,0,0,0,0,0,2595,4095,2105,0,0,0,2105,1302.005,0,0,5208.02,2105,0,0,0
"83949",0,0,0,0,0,0,2916.07,4815.81,2162.25,2396.92,1730.58,798.973333333333,2162.25,344.328,227.15,2162.25,5164.92,2162.25,4950.9,9045.79,8652.9
"83950",0,0,0,0,0,0,25751.88,44965.08,23778,10010,300,2002,11018,3246.13275,300,8810,129845.31,11018,300,1200,1200
"83951",0,0,0,0,0,0,454.31,530.71,454.31,454.31,0,454.31,454.31,188.7225,454.31,454.31,754.89,454.31,0,662,0
"83952",0,0,0,0,0,0,460.61,2155.53,1398.23,26.27,93.1,26.27,500.86,318.520434782609,26.27,26.27,7325.97,233,93.1,1218.39,93.1
"83953",0,0,0,0,0,0,130.82,1268.16,472.9,0,96.7533333333333,0,472.9,153.265,0,0,2145.71,69,178,392.74,290.26
"83954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"83955",0,0,0,0,0,0,3261.44,4389.87,1573.3,651.3,1307.675,217.1,1573.3,278.656666666667,155.25,452,5015.82,1573.3,2430,10295.5,7846.05
"83956",0,0,0,0,0,0,0,0,205,0,1765.16,0,0,205,0,0,205,0,1765.16,2083.66,1765.16
"83957",0,0,0,0,0,0,39.65,572.15,531.25,0,0,0,531.25,108.336666666667,0,0,650.02,39.65,0,0,0
"83958",0,0,0,0,0,0,0,0,135,0,0,0,0,68.548,0,0,342.74,0,0,0,0
"83959",0,0,0,0,0,0,0,0,2088,0,0,0,0,961.633333333333,0,0,2884.9,0,0,0,0
"83960",0,0,0,0,0,0,1911.45,1975.16,2101.19,0,0,0,968.37,364.372352941176,0,0,6194.33,968.37,0,1807.84,0
"83961",0,0,0,0,0,0,0,3340.69,2482,0,0,0,2341,1060.55857142857,0,0,7423.91,0,0,4124.6,0
"83962",0,0,0,0,0,0,438.39,729.39,291,160.95,0,80.475,291,153.756,80.475,94.97,768.78,277.44,0,277.44,0
"83963",0,0,0,0,0,0,2173.56,2339.55,1375,998.41,0,332.803333333333,716.4,353.183846153846,197.5,716.4,4591.39,716.4,0,0,0
"83964",0,0,0,0,0,0,580,863.7,621.69,0,0,0,580,193.032857142857,0,0,2702.46,580,0,0,0
"83965",0,1,0,0,0,0,1415.07,3789.21,1299.99,0,146.13,0,1234.14,572.631333333333,0,0,8589.47,550,459.95,24962.15,584.52
"83966",0,0,0,0,0,0,1339.05,2650.85,678,403.66,876.315,403.66,678,357.60625,403.66,403.66,2860.85,678,1400.89,4409.32,1752.63
"83967",0,0,0,0,0,0,333.53,360.07,421.22,0,0,0,333.53,195.404285714286,0,0,1367.83,333.53,0,333.53,0
"83968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.24,0
"83969",0,0,0,0,0,0,613.06,1997.96,697.5,0,289.665,0,395,276.578461538462,0,0,3595.52,356.08,453.6,3863.6,579.33
"83970",0,0,0,0,0,0,2917.39,3920.66,1250,370,0,370,1250,278.725757575758,370,370,9197.95,1250,0,0,0
"83971",0,0,0,0,0,0,43.56,941.66,449.05,43.56,43.56,43.56,449.05,233.036,43.56,43.56,1165.18,43.56,43.56,43.56,43.56
"83972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83973",0,0,0,0,0,0,1679.46,1971.96,827,318.41,289.665,159.205,745,293.458461538462,159.205,283.5,3814.96,745,453.6,3863.6,579.33
"83974",0,0,0,0,0,0,1369.35,3990.69,2420,977.42,243.62,488.71,2420,666.085555555556,488.71,582.42,11989.54,582.42,243.62,243.62,243.62
"83975",0,0,0,0,0,0,8393.49,12743.27,2404.27,93.56,0,46.78,2404.27,365.4509375,46.78,75.65,23388.86,2404.27,0,0,0
"83976",0,0,0,0,0,0,0,0,0,0,146.13,0,0,0,0,0,0,0,459.95,24962.15,584.52
"83977",0,0,0,0,0,0,132.2,641.2,1195,0,243.62,0,290,221.435,0,0,2214.35,55,243.62,243.62,243.62
"83978",0,0,0,0,0,0,3399.08,5195.28,959.5,711.99,0,355.995,959.5,357.13,355.995,667,5714.08,959.5,0,49.44,0
"83979",1,0,0,0,0,0,50.91,50.91,32.95,32.95,0,32.95,32.95,25.455,32.95,32.95,50.91,32.95,0,0,0
"83980",0,0,0,0,0,0,1828.75,2439.12,951.14,558.75,0,558.75,558.75,403.175833333333,558.75,558.75,4838.11,558.75,0,1019.5,0
"83981",0,0,0,0,0,0,229,497.2,499,97.02,0,97.02,268.2,191.390769230769,97.02,97.02,2488.08,97.02,0,535,0
"83982",0,0,0,0,0,0,4519.15,4895.65,1945.29,650,0,650,1945.29,815.941666666667,650,650,4895.65,1945.29,0,0,0
"83983",0,0,0,0,0,0,2246.97,2387.57,2246.97,0,0,0,2246.97,340.39625,0,0,2723.17,2246.97,0,86.78,0
