"","Fraud","Avg_amount_merch_1","Amount","Card_freq_7","Card_freq_14","Card_freq_3","Avg_amount_merch_30","Median_amount_merch_30","Avg_amount_merch_14","Card_freq_1","Card_freq_30","Merchant_freq_3","Avg_amount_merch_7","Merchant_freq_7","Merchant_freq_1","Median_amount_merch_14","Total_amount_card_1","Merchant_freq_14","Max_amount_card_1","Total_amount_card_3","Avg_amount_card_30"
"8","Yes",-0.127575210286699,-0.195999824490878,-0.383861542813274,-0.502024469185128,-0.406419269074599,-0.317660974051728,-0.25256088415768,-0.134784992456701,-0.329391535814876,-0.488015259840955,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.175872510240158,0.949497927172495,-0.424576028183517,0.619430680928114,1.32370967999292,-0.123722266571689
"9","Yes",-0.157476974120814,-0.242620721471582,-0.403374855757758,-0.518494989931151,-0.406419269074599,-0.00321544561109082,-0.159513229536943,-0.0393707698624695,-0.329391535814876,-0.614657849193668,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.149658469768819,0.949497927172495,-0.426624889480631,0.619430680928114,1.32370967999292,-0.00749199804294303
"10","Yes",0.0334424314826698,0.0550484725477428,-0.356156163793811,-0.47863930536314,-0.406419269074599,0.352345208692936,0.0416903011518145,0.210042107543681,-0.329391535814876,-0.569221973639431,-0.425770322045206,0.257738761057284,-0.418176919674102,-0.393317447281352,-0.0811349406278561,0.949497927172495,-0.421667015297989,0.619430680928114,1.32370967999292,0.246603036521578
"11","Yes",0.0276003459360882,0.352687149579551,-0.292606292702636,-0.35517758663679,-0.406419269074599,9.31665846831306,11.3894664508728,4.47699606243063,-0.329391535814876,-0.380760757068137,-0.261673452260271,4.81989577235766,-0.3397845857179,-0.11204424086604,5.15655433034048,0.949497927172495,-0.375909717286928,0.619430680928114,1.32370967999292,0.503727779194216
"12","Yes",0.133839715214638,-0.122642659931598,0.215890216684524,0.385534499660455,0.224335964955241,-0.239396750687075,-0.059530850740692,-0.298611229278409,0.145134227819836,0.380238097010198,0.180978663108384,-0.346566218342276,-0.0876374581648644,0.131986821174938,-0.0910312477976204,-1.01674810075019,-0.238913115987656,-0.0697192904941843,-0.952893367263928,-0.155629589961132
"13","Yes",-0.0106692751123351,-0.131120208765724,0.00646855324189395,0.0543879761076419,0.170189787510247,-0.0978039161545683,0.0619247655519837,-0.128285984981506,-0.0514491506214199,-0.0269939902096179,0.0531565953575146,-0.21223288000873,-0.130310312684903,0.0999908644890646,0.0881719651903366,-0.677875019805284,-0.24115728893106,0.0533108467758331,-0.824929875883126,-0.0327802444632496
"1410","Yes",0.0344349684360853,-0.278212467501738,0.0742717115359421,-0.0636764872969719,0.0338721907865122,-0.364092739658967,-0.128145873960542,-0.430584450467952,0.210242491122839,-0.176187892841705,-0.173586824168542,-0.516135292413297,-0.254268184746988,0.0389422365612605,-0.101287015950025,-1.48666856707331,-0.321621732395643,-2.05312230133535,-1.11434626718623,-0.273503214953616
"15","Yes",0.208100004640656,0.988473699924025,0.288702951488778,0.0656642409767957,0.399325490242207,1.40598273442764,1.78320779673371,1.33445021195074,0.658152690664663,-0.135633457216383,-0.0613565032750481,1.35882284878699,-0.159599183451577,0.187072434960087,1.23697567492423,-1.24379603766197,-0.26510119890216,-0.477098391287723,-0.871285369609503,0.403736741788736
"16","Yes",0.0239161106692721,1.4560186429281,0.180310774156571,-0.0249364711154831,0.0615326639423934,2.72059176729232,3.02543900702801,3.02150359483039,0.242091676283896,-0.167501651994574,-0.0746416004888554,3.11489749135316,-0.183472838543176,0.206260993654727,3.23605586525474,-0.925101260056194,-0.277364802238797,0.582252068953044,-0.55237891997978,1.12885081420273
"17","Yes",0.0196244944103286,-0.126811059230869,-0.159733453881421,-0.1483261008194,-0.0192501307642183,-0.0781695989091039,0.179483846073732,-0.111107003963554,0.145134227819836,-0.253150945058002,-0.0742615368354514,-0.182680802222104,-0.183675428499598,0.209192541048577,0.225101462983978,-0.772560429615911,-0.278249923498412,0.578570944815305,-0.399684278537535,0.665795879523755
"18","Yes",0.0981665918912485,0.486538609036847,0.0980309962023229,-0.0601059564582704,0.0581836968978578,0.532808502428971,0.34461628600409,0.639677876531331,-0.084568000393849,-0.216193326332399,-0.0442045950188013,0.688916018126336,-0.167653810861917,0.00311396292852534,0.406104066930954,-0.631282808967386,-0.278249923498412,0.50936994711989,-0.6643502563475,0.392811396931109
"19","Yes",0.0196244944103286,-0.126151850724229,-0.159733453881421,-0.1483261008194,-0.0192501307642183,-0.0770089709580887,0.180663568336116,-0.109802145589218,0.145134227819836,-0.253150945058002,-0.0742615368354514,-0.18130371450498,-0.183675428499598,0.209192541048577,0.226353122787007,-0.770760197306133,-0.278249923498412,0.585085280820303,-0.39788264999551,0.668271055342075
