,0,1,Fraud
4270,0.019019716887026528,0.9809802831129735,1
4269,0.023129450074860225,0.9768705499251398,1
4245,0.02404073911019211,0.9759592608898079,1
7185,0.02443027777233464,0.9755697222276654,1
7316,0.024441384963320156,0.9755586150366798,1
7390,0.024454885450349573,0.9755451145496504,1
7332,0.0244982409026695,0.9755017590973305,1
7410,0.024525321483248153,0.9754746785167518,1
7235,0.02455591649733191,0.9754440835026681,1
7268,0.024561932721197888,0.9754380672788021,1
7448,0.02456297015236064,0.9754370298476394,1
7279,0.024565252649731195,0.9754347473502688,1
7218,0.024568217234188894,0.9754317827658111,1
7405,0.0246014443743231,0.9753985556256769,1
7478,0.024601919373172354,0.9753980806268276,1
7473,0.024605689929619867,0.9753943100703801,1
7463,0.024611258869007058,0.9753887411309929,1
7297,0.024657639556013078,0.9753423604439869,1
7384,0.024740063136685198,0.9752599368633148,1
7454,0.024795321094247202,0.9752046789057528,1
7215,0.024847496851677198,0.9751525031483228,1
7368,0.024849194109345607,0.9751508058906544,1
7292,0.024888134134865902,0.9751118658651341,1
7406,0.024903373745966517,0.9750966262540335,1
7196,0.024925880841477066,0.9750741191585229,1
7341,0.024977616183154194,0.9750223838168458,1
7398,0.025025618529984972,0.974974381470015,1
4274,0.02503983309848601,0.974960166901514,1
4262,0.025498657113488976,0.974501342886511,1
4271,0.025534326725193512,0.9744656732748065,1
4249,0.02574170521826069,0.9742582947817393,1
4256,0.025801125699538408,0.9741988743004616,1
4244,0.02594394914299325,0.9740560508570067,1
7241,0.026010061629647585,0.9739899383703524,1
4252,0.026213871272981693,0.9737861287270183,1
4257,0.02621445911731768,0.9737855408826823,1
4248,0.026299372876193106,0.9737006271238069,1
4278,0.02630951968693307,0.9736904803130669,1
7261,0.027094162757755558,0.9729058372422444,1
4268,0.027205868246638953,0.972794131753361,1
7336,0.02727860181585362,0.9727213981841464,1
7339,0.02733503787280389,0.9726649621271961,1
4261,0.02810114498779459,0.9718988550122054,1
7236,0.028893394142168627,0.9711066058578314,1
7475,0.0338584212954911,0.9661415787045089,1
4196,0.03409177741716285,0.9659082225828372,1
7255,0.034823444861893815,0.9651765551381062,1
7211,0.037517075436925174,0.9624829245630748,1
4226,0.03756453072664967,0.9624354692733503,1
7059,0.03960489076769824,0.9603951092323018,1
6899,0.039938927405080316,0.9600610725949197,1
4186,0.040799258602939203,0.9592007413970608,1
4181,0.041253751478466105,0.9587462485215339,1
6992,0.04413663958573821,0.9558633604142618,1
7067,0.04420503226167838,0.9557949677383216,1
4162,0.04441418119550122,0.9555858188044988,1
7043,0.04457495313554738,0.9554250468644526,1
4218,0.04465283952071386,0.9553471604792861,1
4194,0.044679305454078944,0.9553206945459211,1
4203,0.04468624835066304,0.955313751649337,1
7088,0.045448651843092214,0.9545513481569078,1
6961,0.045457873156597994,0.954542126843402,1
4235,0.04549450329655158,0.9545054967034484,1
7126,0.045656672920078134,0.9543433270799219,1
7034,0.04567902760124887,0.9543209723987511,1
6889,0.04574370612879142,0.9542562938712086,1
4178,0.0458344426354218,0.9541655573645782,1
4176,0.046035827849789324,0.9539641721502107,1
7481,0.046363754301173676,0.9536362456988263,1
5182,0.046830724062594364,0.9531692759374056,1
4167,0.046997262803423756,0.9530027371965762,1
4158,0.04723945471989355,0.9527605452801065,1
4191,0.047645385361531734,0.9523546146384683,1
4174,0.04780438724263847,0.9521956127573615,1
4230,0.04786221892121323,0.9521377810787868,1
4205,0.04799281944947564,0.9520071805505244,1
4195,0.04854428971706504,0.951455710282935,1
4239,0.04865296186271706,0.9513470381372829,1
7110,0.0491007789721748,0.9508992210278252,1
5142,0.05081779060422187,0.9491822093957781,1
6842,0.05098699012582608,0.9490130098741739,1
5147,0.05186781290771603,0.948132187092284,1
7068,0.0530222065236563,0.9469777934763437,1
4254,0.05311408078323254,0.9468859192167675,1
4264,0.053447456213022715,0.9465525437869773,1
5158,0.055937386306923687,0.9440626136930763,1
5148,0.056020314918655445,0.9439796850813446,1
5160,0.05611544000877966,0.9438845599912203,1
5150,0.05635396980052587,0.9436460301994741,1
5176,0.056485551705150794,0.9435144482948492,1
5129,0.05705317421692613,0.9429468257830739,1
5159,0.0572128739553075,0.9427871260446925,1
5179,0.057218802196597474,0.9427811978034025,1
5168,0.05722025096603933,0.9427797490339607,1
5153,0.05722572151574623,0.9427742784842538,1
5130,0.057241703744550176,0.9427582962554498,1
5156,0.05733569016555107,0.9426643098344489,1
5126,0.057347331931419054,0.942652668068581,1
5162,0.057351073280133336,0.9426489267198667,1
7465,0.057757724672967026,0.942242275327033,1
5277,0.07877137582731908,0.9212286241726809,1
5290,0.07884698048386751,0.9211530195161325,1
5230,0.07932207543663039,0.9206779245633696,1
6879,0.07992664594568477,0.9200733540543152,1
6840,0.08035106645237333,0.9196489335476267,1
5295,0.0819262691950382,0.9180737308049618,1
5261,0.08383571450944205,0.916164285490558,1
5276,0.08420467719218838,0.9157953228078116,1
5289,0.08553330297963924,0.9144666970203608,1
7135,0.08912463806578763,0.9108753619342124,1
5267,0.08913373338687425,0.9108662666131258,1
5262,0.09857679652851103,0.901423203471489,1
5218,0.09893457222636981,0.9010654277736302,1
6877,0.1185832317755291,0.8814167682244709,1
7397,0.12219854270302455,0.8778014572969755,1
7182,0.13345861809711534,0.8665413819028847,1
211,0.15168518590798175,0.8483148140920183,1
6835,0.1529601355466531,0.8470398644533469,1
5297,0.1536247074230047,0.8463752925769953,1
6846,0.15563759074114436,0.8443624092588556,1
5221,0.15728296188698476,0.8427170381130152,1
5283,0.15838405228158758,0.8416159477184124,1
5255,0.16442153242308588,0.8355784675769141,1
6830,0.17836093591271573,0.8216390640872843,1
6872,0.18353447443626414,0.8164655255637359,1
6861,0.20268450380959513,0.7973154961904049,1
6836,0.20755236792175713,0.7924476320782429,1
7277,0.2275671351134675,0.7724328648865325,1
2693,0.2289197123836092,0.7710802876163908,1
6856,0.23445905664703426,0.7655409433529657,1
6876,0.23484885909062347,0.7651511409093765,1
2695,0.2399874671772365,0.7600125328227635,1
2691,0.24088538378804036,0.7591146162119596,1
2702,0.24330439028128759,0.7566956097187124,1
2717,0.24337457605974788,0.7566254239402521,1
2714,0.24346780558186387,0.7565321944181361,1
2687,0.24349254440162205,0.756507455598378,1
2696,0.264034003436727,0.735965996563273,1
2682,0.2664448483773152,0.7335551516226848,1
6465,0.2728846738212696,0.7271153261787304,1
4265,0.3176985041769449,0.6823014958230551,1
2680,0.3253463975784502,0.6746536024215498,1
2700,0.336815036846551,0.663184963153449,1
6880,0.33733363844940534,0.6626663615505947,1
7400,0.345523915973281,0.654476084026719,0
8410,0.3630693939893471,0.6369306060106529,0
2711,0.36444688127025426,0.6355531187297457,1
2684,0.3872450304875793,0.6127549695124207,1
2683,0.3889459190818717,0.6110540809181283,1
2706,0.40254734404683934,0.5974526559531607,1
2713,0.4253117849105089,0.5746882150894911,1
10413,0.42687293331907017,0.5731270666809298,1
2749,0.4268878785322622,0.5731121214677378,1
2872,0.42700358756866685,0.5729964124313331,1
6281,0.44746600847166307,0.5525339915283369,0
6785,0.4657427198126647,0.5342572801873353,1
3782,0.48056494767647073,0.5194350523235293,0
4159,0.4923000848029465,0.5076999151970535,0
7581,0.5074184037151446,0.4925815962848555,0
2699,0.5083688018249605,0.49163119817503953,1
5309,0.5128272682676089,0.487172731732391,1
5275,0.5646105711886058,0.43538942881139414,1
430,0.568687618716273,0.431312381283727,0
1169,0.5766318870196803,0.42336811298031973,0
2898,0.5786483754407235,0.42135162455927655,1
2949,0.5789542520325478,0.4210457479674522,1
2878,0.5835031984656968,0.41649680153430324,1
5215,0.5853990996717411,0.41460090032825886,0
3018,0.5857862825841355,0.41421371741586455,1
5331,0.6041367677700422,0.3958632322299578,1
6226,0.6117737069216125,0.3882262930783876,0
8332,0.6179411617334303,0.38205883826656967,0
2737,0.621528297675586,0.37847170232441396,1
1767,0.6349325033385169,0.3650674966614831,0
538,0.6403294274054137,0.3596705725945863,0
2833,0.6435104754115359,0.356489524588464,1
2782,0.6486954895774777,0.35130451042252236,1
2721,0.6516300775918664,0.34836992240813364,1
8774,0.6635440812384523,0.3364559187615477,1
6817,0.6641650044894831,0.3358349955105169,0
11150,0.6698447459834143,0.33015525401658574,0
1907,0.6733913249814879,0.3266086750185121,0
2978,0.6841640738811499,0.31583592611885014,1
6518,0.6844708097229733,0.31552919027702675,0
2882,0.6932036282807943,0.30679637171920576,1
